"id","title","description","link","image_link","price","sale_price","category","availability","group_id","group_leader","attributes"
"a9","Leather Weekender","Weekender duffel in full-grain leather. YKK zippers and a detachable strap.","http://localhost:8080/product/detail.html?id=a9","https://images.unsplash.com/photo-1548036328-c9fa89d128fa?w=400&h=500&fit=crop&q=80","345.00","","Clothing > Accessories","in stock","a9","true","color=Ivory/size=One Size/gender=Unisex"
"a10","Suede Hobo Bag","Slouchy hobo bag in soft suede. Magnetic snap closure and interior zip pocket.","http://localhost:8080/product/detail.html?id=a10","https://images.unsplash.com/photo-1492707892479-7bc8d5a4ee93?w=400&h=500&fit=crop&q=80","215.00","","Clothing > Accessories","in stock","a10","true","color=Red/size=One Size/gender=Unisex"
"a11","Laptop Bag","Padded laptop bag in Italian leather. Fits up to 15-inch screens with organiser pockets.","http://localhost:8080/product/detail.html?id=a11","https://images.unsplash.com/photo-1611085583191-a3b181a88401?w=400&h=500&fit=crop&q=80","235.00","","Clothing > Accessories","in stock","a11","true","color=Green/size=One Size/gender=Unisex"
"a12","Leather Pouch","Small leather pouch in nappa lambskin. Zip closure for essentials.","http://localhost:8080/product/detail.html?id=a12","https://images.unsplash.com/photo-1622560480605-d83c853bc5c3?w=400&h=500&fit=crop&q=80","85.00","","Clothing > Accessories","in stock","a12","true","color=Black/size=One Size/gender=Unisex"
"a13","Nylon Tote","Technical nylon tote with leather trim. Water-resistant with multiple compartments.","http://localhost:8080/product/detail.html?id=a13","https://images.unsplash.com/photo-1548036328-c9fa89d128fa?w=400&h=500&fit=crop&q=80","125.00","","Clothing > Accessories","in stock","a13","true","color=White/size=One Size/gender=Unisex"
"a14","Camera Bag","Box-shaped camera bag in grained leather. Adjustable crossbody strap.","http://localhost:8080/product/detail.html?id=a14","https://images.unsplash.com/photo-1584917865442-de89df76afd3?w=400&h=500&fit=crop&q=80","185.00","","Clothing > Accessories","in stock","a14","true","color=Navy/size=One Size/gender=Unisex"
"a15","Leather Satchel","Classic satchel in bridle leather. Push-lock closure with a top handle.","http://localhost:8080/product/detail.html?id=a15","https://images.unsplash.com/photo-1548036328-c9fa89d128fa?w=400&h=500&fit=crop&q=80","235.00","","Clothing > Accessories","in stock","a15","true","color=Beige/size=One Size/gender=Unisex"
"a16","Basket Bag","Hand-woven basket bag with leather closure flap. Artisan-made for summer.","http://localhost:8080/product/detail.html?id=a16","https://images.unsplash.com/photo-1492707892479-7bc8d5a4ee93?w=400&h=500&fit=crop&q=80","115.00","","Clothing > Accessories","in stock","a16","true","color=Brown/size=One Size/gender=Unisex"
"a17","Leather Belt Bag","Hands-free belt bag in smooth leather. Adjustable waist strap with zip closure.","http://localhost:8080/product/detail.html?id=a17","https://images.unsplash.com/photo-1611085583191-a3b181a88401?w=400&h=500&fit=crop&q=80","135.00","","Clothing > Accessories","in stock","a17","true","color=Grey/size=One Size/gender=Unisex"
"a18","Quilted Chain Bag","Quilted lambskin bag with a chain-link strap. Iconic style with modern proportions.","http://localhost:8080/product/detail.html?id=a18","https://images.unsplash.com/photo-1622560480605-d83c853bc5c3?w=400&h=500&fit=crop&q=80","265.00","","Clothing > Accessories","in stock","a18","true","color=Camel/size=One Size/gender=Unisex"
"a19","Canvas Messenger","Waxed canvas messenger with leather accents. Adjustable strap and flap closure.","http://localhost:8080/product/detail.html?id=a19","https://images.unsplash.com/photo-1548036328-c9fa89d128fa?w=400&h=500&fit=crop&q=80","125.00","","Clothing > Accessories","in stock","a19","true","color=Ivory/size=One Size/gender=Unisex"
"a20","Leather Doctor Bag","Structured doctor bag in full-grain leather. Frame closure with a vintage silhouette.","http://localhost:8080/product/detail.html?id=a20","https://images.unsplash.com/photo-1584917865442-de89df76afd3?w=400&h=500&fit=crop&q=80","295.00","","Clothing > Accessories","in stock","a20","true","color=Red/size=One Size/gender=Unisex"
"a21","Raffia Clutch","Hand-woven raffia clutch with a zip top. Natural texture for warm-weather styling.","http://localhost:8080/product/detail.html?id=a21","https://images.unsplash.com/photo-1548036328-c9fa89d128fa?w=400&h=500&fit=crop&q=80","75.00","","Clothing > Accessories","in stock","a21","true","color=Green/size=One Size/gender=Unisex"
"a22","Nylon Crossbody","Lightweight nylon crossbody with multiple compartments. Water-resistant for active days.","http://localhost:8080/product/detail.html?id=a22","https://images.unsplash.com/photo-1492707892479-7bc8d5a4ee93?w=400&h=500&fit=crop&q=80","95.00","","Clothing > Accessories","in stock","a22","true","color=Black/size=One Size/gender=Unisex"
"a23","Leather Backpack","Sleek leather backpack with zip closure. Padded straps and an interior organiser.","http://localhost:8080/product/detail.html?id=a23","https://images.unsplash.com/photo-1611085583191-a3b181a88401?w=400&h=500&fit=crop&q=80","275.00","","Clothing > Accessories","in stock","a23","true","color=White/size=One Size/gender=Unisex"
"a24","Woven Leather Bag","Hand-woven leather bag with an intrecciato finish. Suede-lined interior.","http://localhost:8080/product/detail.html?id=a24","https://images.unsplash.com/photo-1622560480605-d83c853bc5c3?w=400&h=500&fit=crop&q=80","285.00","","Clothing > Accessories","in stock","a24","true","color=Navy/size=One Size/gender=Unisex"
"a25","Evening Minaudière","Gold-tone metal minaudière with a crystal clasp. Fits phone, cards, and lipstick.","http://localhost:8080/product/detail.html?id=a25","https://images.unsplash.com/photo-1548036328-c9fa89d128fa?w=400&h=500&fit=crop&q=80","195.00","","Clothing > Accessories","in stock","a25","true","color=Beige/size=One Size/gender=Unisex"
"a26","Travel Pouch Set","Set of three leather pouches in graduating sizes. Perfect for travel organisation.","http://localhost:8080/product/detail.html?id=a26","https://images.unsplash.com/photo-1584917865442-de89df76afd3?w=400&h=500&fit=crop&q=80","145.00","","Clothing > Accessories","in stock","a26","true","color=Brown/size=One Size/gender=Unisex"
"a27","Leather Duffle Bag","Full-grain leather duffle with brass hardware. Shoe compartment and shoulder strap.","http://localhost:8080/product/detail.html?id=a27","https://images.unsplash.com/photo-1548036328-c9fa89d128fa?w=400&h=500&fit=crop&q=80","385.00","","Clothing > Accessories","in stock","a27","true","color=Grey/size=One Size/gender=Unisex"
"a28","Micro Bag","Tiny structured bag in box calfskin. Crossbody chain with a magnetic closure.","http://localhost:8080/product/detail.html?id=a28","https://images.unsplash.com/photo-1492707892479-7bc8d5a4ee93?w=400&h=500&fit=crop&q=80","115.00","","Clothing > Accessories","in stock","a28","true","color=Camel/size=One Size/gender=Unisex"
"a29","Leather Portfolio","Zipped portfolio in Italian leather. Document pocket and card slots inside.","http://localhost:8080/product/detail.html?id=a29","https://images.unsplash.com/photo-1611085583191-a3b181a88401?w=400&h=500&fit=crop&q=80","195.00","","Clothing > Accessories","in stock","a29","true","color=Ivory/size=One Size/gender=Unisex"
"a30","Canvas Tote","Heavyweight canvas tote with reinforced handles. Simple, durable, everyday.","http://localhost:8080/product/detail.html?id=a30","https://images.unsplash.com/photo-1622560480605-d83c853bc5c3?w=400&h=500&fit=crop&q=80","55.00","","Clothing > Accessories","in stock","a30","true","color=Red/size=One Size/gender=Unisex"
"a31","Leather Phone Bag","Slim crossbody bag sized for your phone. Adjustable strap and card slots.","http://localhost:8080/product/detail.html?id=a31","https://images.unsplash.com/photo-1548036328-c9fa89d128fa?w=400&h=500&fit=crop&q=80","95.00","","Clothing > Accessories","in stock","a31","true","color=Green/size=One Size/gender=Unisex"
"a32","Beaded Bag","Hand-beaded evening bag with a satin lining. Convertible strap for clutch or crossbody.","http://localhost:8080/product/detail.html?id=a32","https://images.unsplash.com/photo-1584917865442-de89df76afd3?w=400&h=500&fit=crop&q=80","155.00","","Clothing > Accessories","in stock","a32","true","color=Black/size=One Size/gender=Unisex"
"a33","Roll-Top Backpack","Roll-top closure backpack in waterproof canvas. Adjustable capacity.","http://localhost:8080/product/detail.html?id=a33","https://images.unsplash.com/photo-1548036328-c9fa89d128fa?w=400&h=500&fit=crop&q=80","155.00","","Clothing > Accessories","in stock","a33","true","color=White/size=One Size/gender=Unisex"
"a34","Fringe Bag","Suede crossbody bag with cascading fringe. Bohemian spirit with luxury materials.","http://localhost:8080/product/detail.html?id=a34","https://images.unsplash.com/photo-1492707892479-7bc8d5a4ee93?w=400&h=500&fit=crop&q=80","175.00","","Clothing > Accessories","in stock","a34","true","color=Navy/size=One Size/gender=Unisex"
"a35","Structured Top Handle","Rigid top-handle bag in box calfskin. Detachable shoulder strap and feet on base.","http://localhost:8080/product/detail.html?id=a35","https://images.unsplash.com/photo-1611085583191-a3b181a88401?w=400&h=500&fit=crop&q=80","245.00","","Clothing > Accessories","in stock","a35","true","color=Beige/size=One Size/gender=Unisex"
"a36","Silk Scarf","Hand-rolled 90×90cm scarf in silk twill. Original MAISON botanical motif.","http://localhost:8080/product/detail.html?id=a36","https://images.unsplash.com/photo-1622560480605-d83c853bc5c3?w=400&h=500&fit=crop&q=80","95.00","","Clothing > Accessories","in stock","a36","true","color=Brown/size=One Size/gender=Unisex"
"a37","Cashmere Scarf","Oversized cashmere scarf in a classic check. Soft and sumptuously warm.","http://localhost:8080/product/detail.html?id=a37","https://images.unsplash.com/photo-1548036328-c9fa89d128fa?w=400&h=500&fit=crop&q=80","165.00","","Clothing > Accessories","in stock","a37","true","color=Grey/size=One Size/gender=Unisex"
"a38","Wool Blanket Scarf","Oversized blanket scarf in lambswool. Wear as a wrap or a generous scarf.","http://localhost:8080/product/detail.html?id=a38","https://images.unsplash.com/photo-1584917865442-de89df76afd3?w=400&h=500&fit=crop&q=80","85.00","","Clothing > Accessories","in stock","a38","true","color=Camel/size=One Size/gender=Unisex"
"a39","Silk Bandana","Small silk bandana in an original print. Versatile — wear on your neck, wrist, or bag.","http://localhost:8080/product/detail.html?id=a39","https://images.unsplash.com/photo-1548036328-c9fa89d128fa?w=400&h=500&fit=crop&q=80","55.00","","Clothing > Accessories","in stock","a39","true","color=Ivory/size=One Size/gender=Unisex"
"a40","Linen Scarf","Lightweight linen scarf with raw edges. Natural texture for summer layering.","http://localhost:8080/product/detail.html?id=a40","https://images.unsplash.com/photo-1492707892479-7bc8d5a4ee93?w=400&h=500&fit=crop&q=80","65.00","","Clothing > Accessories","in stock","a40","true","color=Red/size=One Size/gender=Unisex"
"a41","Pashmina Wrap","Luxurious pashmina wrap in fine cashmere-silk. Delicate fringe at the edges.","http://localhost:8080/product/detail.html?id=a41","https://images.unsplash.com/photo-1611085583191-a3b181a88401?w=400&h=500&fit=crop&q=80","125.00","","Clothing > Accessories","in stock","a41","true","color=Green/size=One Size/gender=Unisex"
"a42","Printed Silk Scarf","Vibrant printed silk scarf in a contemporary abstract design. Hand-rolled edges.","http://localhost:8080/product/detail.html?id=a42","https://images.unsplash.com/photo-1622560480605-d83c853bc5c3?w=400&h=500&fit=crop&q=80","105.00","","Clothing > Accessories","in stock","a42","true","color=Black/size=One Size/gender=Unisex"
"a43","Cashmere Wrap","Travel-size cashmere wrap in a neutral palette. Lightweight warmth on the go.","http://localhost:8080/product/detail.html?id=a43","https://images.unsplash.com/photo-1548036328-c9fa89d128fa?w=400&h=500&fit=crop&q=80","195.00","","Clothing > Accessories","in stock","a43","true","color=White/size=One Size/gender=Unisex"
"a44","Cotton Sarong","Cotton sarong with block-printed design. Beach cover-up or home throw.","http://localhost:8080/product/detail.html?id=a44","https://images.unsplash.com/photo-1584917865442-de89df76afd3?w=400&h=500&fit=crop&q=80","45.00","","Clothing > Accessories","in stock","a44","true","color=Navy/size=One Size/gender=Unisex"
"a45","Merino Wool Scarf","Fine merino wool scarf in solid colours. Soft and itch-free against the skin.","http://localhost:8080/product/detail.html?id=a45","https://images.unsplash.com/photo-1548036328-c9fa89d128fa?w=400&h=500&fit=crop&q=80","75.00","","Clothing > Accessories","in stock","a45","true","color=Beige/size=One Size/gender=Unisex"
"a46","Silk Twilly","Narrow silk twill scarf for bag handles and ponytails. Original MAISON pattern.","http://localhost:8080/product/detail.html?id=a46","https://images.unsplash.com/photo-1492707892479-7bc8d5a4ee93?w=400&h=500&fit=crop&q=80","45.00","","Clothing > Accessories","in stock","a46","true","color=Brown/size=One Size/gender=Unisex"
"a47","Faux Fur Stole","Luxurious faux-fur stole for evening occasions. Clip closure at the front.","http://localhost:8080/product/detail.html?id=a47","https://images.unsplash.com/photo-1611085583191-a3b181a88401?w=400&h=500&fit=crop&q=80","125.00","","Clothing > Accessories","in stock","a47","true","color=Grey/size=One Size/gender=Unisex"
"a48","Checked Wool Scarf","Classic checked scarf in British wool. A timeless cold-weather companion.","http://localhost:8080/product/detail.html?id=a48","https://images.unsplash.com/photo-1622560480605-d83c853bc5c3?w=400&h=500&fit=crop&q=80","75.00","","Clothing > Accessories","in stock","a48","true","color=Camel/size=One Size/gender=Unisex"
"a49","Ombré Silk Scarf","Dip-dyed silk scarf with a beautiful gradient. Unique colouring on every piece.","http://localhost:8080/product/detail.html?id=a49","https://images.unsplash.com/photo-1548036328-c9fa89d128fa?w=400&h=500&fit=crop&q=80","115.00","","Clothing > Accessories","in stock","a49","true","color=Ivory/size=One Size/gender=Unisex"
"a50","Knit Snood","Chunky-knit snood in merino wool. Pull it over your head for instant warmth.","http://localhost:8080/product/detail.html?id=a50","https://images.unsplash.com/photo-1584917865442-de89df76afd3?w=400&h=500&fit=crop&q=80","55.00","","Clothing > Accessories","in stock","a50","true","color=Red/size=One Size/gender=Unisex"
"a51","Embroidered Shawl","Hand-embroidered wool shawl from artisan workshops. Intricate floral motifs.","http://localhost:8080/product/detail.html?id=a51","https://images.unsplash.com/photo-1548036328-c9fa89d128fa?w=400&h=500&fit=crop&q=80","145.00","","Clothing > Accessories","in stock","a51","true","color=Green/size=One Size/gender=Unisex"
"a52","Striped Linen Scarf","Breezy striped scarf in cotton-linen blend. Fresh colour palette for summer.","http://localhost:8080/product/detail.html?id=a52","https://images.unsplash.com/photo-1492707892479-7bc8d5a4ee93?w=400&h=500&fit=crop&q=80","55.00","","Clothing > Accessories","in stock","a52","true","color=Black/size=One Size/gender=Unisex"
"a53","Velvet Scarf","Silk-blend velvet scarf in deep jewel tones. Rich texture for cold months.","http://localhost:8080/product/detail.html?id=a53","https://images.unsplash.com/photo-1611085583191-a3b181a88401?w=400&h=500&fit=crop&q=80","85.00","","Clothing > Accessories","in stock","a53","true","color=White/size=One Size/gender=Unisex"
"a54","Modal Scarf","Ultra-lightweight modal scarf in solid colours. Drapes beautifully.","http://localhost:8080/product/detail.html?id=a54","https://images.unsplash.com/photo-1622560480605-d83c853bc5c3?w=400&h=500&fit=crop&q=80","45.00","","Clothing > Accessories","in stock","a54","true","color=Navy/size=One Size/gender=Unisex"
"a55","Fringe Wool Scarf","Wool scarf with hand-tied fringe. Generous size for multiple wrapping styles.","http://localhost:8080/product/detail.html?id=a55","https://images.unsplash.com/photo-1548036328-c9fa89d128fa?w=400&h=500&fit=crop&q=80","75.00","","Clothing > Accessories","in stock","a55","true","color=Beige/size=One Size/gender=Unisex"
"a56","Gold Necklace","18k gold-plated sterling silver chain. Delicate oval links, adjustable 40–45cm.","http://localhost:8080/product/detail.html?id=a56","https://images.unsplash.com/photo-1584917865442-de89df76afd3?w=400&h=500&fit=crop&q=80","189.00","","Clothing > Accessories","in stock","a56","true","color=Brown/size=One Size/gender=Unisex"
"a57","Silver Bracelet","Open-cuff bracelet in sterling silver. Minimalist form, maximum impact.","http://localhost:8080/product/detail.html?id=a57","https://images.unsplash.com/photo-1548036328-c9fa89d128fa?w=400&h=500&fit=crop&q=80","125.00","","Clothing > Accessories","in stock","a57","true","color=Grey/size=One Size/gender=Unisex"
"a58","Pearl Earrings","Freshwater pearl drop earrings on gold-plated hooks. Timeless elegance.","http://localhost:8080/product/detail.html?id=a58","https://images.unsplash.com/photo-1492707892479-7bc8d5a4ee93?w=400&h=500&fit=crop&q=80","145.00","","Clothing > Accessories","in stock","a58","true","color=Camel/size=One Size/gender=Unisex"
"a59","Gold Hoop Earrings","Medium gold-plated hoop earrings. Lightweight with a hinged closure.","http://localhost:8080/product/detail.html?id=a59","https://images.unsplash.com/photo-1611085583191-a3b181a88401?w=400&h=500&fit=crop&q=80","95.00","","Clothing > Accessories","in stock","a59","true","color=Ivory/size=One Size/gender=Unisex"
"a60","Signet Ring","Gold-plated signet ring with a flat oval top. A modern heirloom piece.","http://localhost:8080/product/detail.html?id=a60","https://images.unsplash.com/photo-1622560480605-d83c853bc5c3?w=400&h=500&fit=crop&q=80","155.00","","Clothing > Accessories","in stock","a60","true","color=Red/size=One Size/gender=Unisex"
"a61","Layered Necklace Set","Set of three gold-plated necklaces at varying lengths. Wear together or alone.","http://localhost:8080/product/detail.html?id=a61","https://images.unsplash.com/photo-1548036328-c9fa89d128fa?w=400&h=500&fit=crop&q=80","125.00","","Clothing > Accessories","in stock","a61","true","color=Green/size=One Size/gender=Unisex"
"a62","Chain Bracelet","Fine chain bracelet in gold-plated sterling silver. Adjustable with a lobster clasp.","http://localhost:8080/product/detail.html?id=a62","https://images.unsplash.com/photo-1584917865442-de89df76afd3?w=400&h=500&fit=crop&q=80","85.00","","Clothing > Accessories","in stock","a62","true","color=Black/size=One Size/gender=Unisex"
"a63","Diamond Studs","Solitaire diamond studs in 18k white gold. 0.5ct total weight, brilliant cut.","http://localhost:8080/product/detail.html?id=a63","https://images.unsplash.com/photo-1548036328-c9fa89d128fa?w=400&h=500&fit=crop&q=80","395.00","","Clothing > Accessories","in stock","a63","true","color=White/size=One Size/gender=Unisex"
"a64","Pendant Necklace","Disc pendant on a fine gold-plated chain. Minimalist and endlessly wearable.","http://localhost:8080/product/detail.html?id=a64","https://images.unsplash.com/photo-1492707892479-7bc8d5a4ee93?w=400&h=500&fit=crop&q=80","135.00","","Clothing > Accessories","in stock","a64","true","color=Navy/size=One Size/gender=Unisex"
"a65","Cuff Bracelet","Wide cuff bracelet in brushed sterling silver. Adjustable with a spring hinge.","http://localhost:8080/product/detail.html?id=a65","https://images.unsplash.com/photo-1611085583191-a3b181a88401?w=400&h=500&fit=crop&q=80","145.00","","Clothing > Accessories","in stock","a65","true","color=Beige/size=One Size/gender=Unisex"
"a66","Charm Bracelet","Gold-plated charm bracelet with five original MAISON charms. Add more over time.","http://localhost:8080/product/detail.html?id=a66","https://images.unsplash.com/photo-1622560480605-d83c853bc5c3?w=400&h=500&fit=crop&q=80","165.00","","Clothing > Accessories","in stock","a66","true","color=Brown/size=One Size/gender=Unisex"
"a67","Statement Earrings","Oversized geometric earrings in gold-plated brass. Lightweight despite their scale.","http://localhost:8080/product/detail.html?id=a67","https://images.unsplash.com/photo-1548036328-c9fa89d128fa?w=400&h=500&fit=crop&q=80","75.00","","Clothing > Accessories","in stock","a67","true","color=Grey/size=One Size/gender=Unisex"
"a68","Tennis Bracelet","Crystal-set tennis bracelet in rhodium-plated silver. Sparkling line of stones.","http://localhost:8080/product/detail.html?id=a68","https://images.unsplash.com/photo-1584917865442-de89df76afd3?w=400&h=500&fit=crop&q=80","195.00","","Clothing > Accessories","in stock","a68","true","color=Camel/size=One Size/gender=Unisex"
"a69","Bar Necklace","Horizontal bar necklace in gold-plated silver. Understated modern elegance.","http://localhost:8080/product/detail.html?id=a69","https://images.unsplash.com/photo-1548036328-c9fa89d128fa?w=400&h=500&fit=crop&q=80","85.00","","Clothing > Accessories","in stock","a69","true","color=Ivory/size=One Size/gender=Unisex"
"a70","Ear Cuff","Single ear cuff in gold-plated silver. No piercing required. Adjustable grip.","http://localhost:8080/product/detail.html?id=a70","https://images.unsplash.com/photo-1492707892479-7bc8d5a4ee93?w=400&h=500&fit=crop&q=80","45.00","","Clothing > Accessories","in stock","a70","true","color=Red/size=One Size/gender=Unisex"
"a71","Coin Necklace","Antique-style coin pendant on a chunky chain. Gold-plated with a vintage patina.","http://localhost:8080/product/detail.html?id=a71","https://images.unsplash.com/photo-1611085583191-a3b181a88401?w=400&h=500&fit=crop&q=80","115.00","","Clothing > Accessories","in stock","a71","true","color=Green/size=One Size/gender=Unisex"
"a72","Huggie Earrings","Small huggie hoop earrings in gold-plated silver. Sits close to the earlobe.","http://localhost:8080/product/detail.html?id=a72","https://images.unsplash.com/photo-1622560480605-d83c853bc5c3?w=400&h=500&fit=crop&q=80","65.00","","Clothing > Accessories","in stock","a72","true","color=Black/size=One Size/gender=Unisex"
"a73","Stack Rings Set","Set of five slim stacking rings in varying finishes. Mix and layer.","http://localhost:8080/product/detail.html?id=a73","https://images.unsplash.com/photo-1548036328-c9fa89d128fa?w=400&h=500&fit=crop&q=80","95.00","","Clothing > Accessories","in stock","a73","true","color=White/size=One Size/gender=Unisex"
"a74","Choker Necklace","Flat-link choker in gold-plated brass. Modern and impactful at the neckline.","http://localhost:8080/product/detail.html?id=a74","https://images.unsplash.com/photo-1584917865442-de89df76afd3?w=400&h=500&fit=crop&q=80","95.00","","Clothing > Accessories","in stock","a74","true","color=Navy/size=One Size/gender=Unisex"
"a75","Drop Earrings","Elongated drop earrings in gold-plated silver. Elegant movement with every turn.","http://localhost:8080/product/detail.html?id=a75","https://images.unsplash.com/photo-1548036328-c9fa89d128fa?w=400&h=500&fit=crop&q=80","85.00","","Clothing > Accessories","in stock","a75","true","color=Beige/size=One Size/gender=Unisex"
"a76","Bangle Set","Set of three slim bangles in polished gold plate. Stackable with a satisfying clink.","http://localhost:8080/product/detail.html?id=a76","https://images.unsplash.com/photo-1492707892479-7bc8d5a4ee93?w=400&h=500&fit=crop&q=80","115.00","","Clothing > Accessories","in stock","a76","true","color=Brown/size=One Size/gender=Unisex"
"a77","Lariat Necklace","Y-shaped lariat necklace in gold-plated silver. Adjustable drop for different necklines.","http://localhost:8080/product/detail.html?id=a77","https://images.unsplash.com/photo-1611085583191-a3b181a88401?w=400&h=500&fit=crop&q=80","105.00","","Clothing > Accessories","in stock","a77","true","color=Grey/size=One Size/gender=Unisex"
"a78","Enamel Ring","Sterling silver ring with hand-painted enamel. Available in six vibrant colours.","http://localhost:8080/product/detail.html?id=a78","https://images.unsplash.com/photo-1622560480605-d83c853bc5c3?w=400&h=500&fit=crop&q=80","65.00","","Clothing > Accessories","in stock","a78","true","color=Camel/size=One Size/gender=Unisex"
"a79","Anklet","Fine chain anklet in gold-plated silver. Adjustable with a small charm detail.","http://localhost:8080/product/detail.html?id=a79","https://images.unsplash.com/photo-1548036328-c9fa89d128fa?w=400&h=500&fit=crop&q=80","55.00","","Clothing > Accessories","in stock","a79","true","color=Ivory/size=One Size/gender=Unisex"
"a80","Brooch","Vintage-inspired brooch in gold-plated brass. Crystal-set floral design.","http://localhost:8080/product/detail.html?id=a80","https://images.unsplash.com/photo-1584917865442-de89df76afd3?w=400&h=500&fit=crop&q=80","75.00","","Clothing > Accessories","in stock","a80","true","color=Red/size=One Size/gender=Unisex"
"a81","Birthstone Necklace","Bezel-set birthstone pendant in gold-plated silver. Choose your month.","http://localhost:8080/product/detail.html?id=a81","https://images.unsplash.com/photo-1548036328-c9fa89d128fa?w=400&h=500&fit=crop&q=80","95.00","","Clothing > Accessories","in stock","a81","true","color=Green/size=One Size/gender=Unisex"
"a82","Pearl Bracelet","Freshwater pearl bracelet with gold-plated clasp. Classic elegance for every wrist.","http://localhost:8080/product/detail.html?id=a82","https://images.unsplash.com/photo-1492707892479-7bc8d5a4ee93?w=400&h=500&fit=crop&q=80","115.00","","Clothing > Accessories","in stock","a82","true","color=Black/size=One Size/gender=Unisex"
"a83","Medallion Necklace","Large medallion pendant on a long gold chain. A bold statement piece.","http://localhost:8080/product/detail.html?id=a83","https://images.unsplash.com/photo-1611085583191-a3b181a88401?w=400&h=500&fit=crop&q=80","145.00","","Clothing > Accessories","in stock","a83","true","color=White/size=One Size/gender=Unisex"
"a84","Crystal Earrings","Cascading crystal drop earrings. Sparkling accents for evening wear.","http://localhost:8080/product/detail.html?id=a84","https://images.unsplash.com/photo-1622560480605-d83c853bc5c3?w=400&h=500&fit=crop&q=80","85.00","","Clothing > Accessories","in stock","a84","true","color=Navy/size=One Size/gender=Unisex"
"a85","Mixed Metal Rings","Set of three rings in gold, silver, and rose gold plate. Modern metal mixing.","http://localhost:8080/product/detail.html?id=a85","https://images.unsplash.com/photo-1548036328-c9fa89d128fa?w=400&h=500&fit=crop&q=80","75.00","","Clothing > Accessories","in stock","a85","true","color=Beige/size=One Size/gender=Unisex"
"a86","Oversized Sunglasses","Oversized square frames in Italian acetate. Polarised UV400 lenses.","http://localhost:8080/product/detail.html?id=a86","https://images.unsplash.com/photo-1584917865442-de89df76afd3?w=400&h=500&fit=crop&q=80","145.00","","Clothing > Accessories","in stock","a86","true","color=Brown/size=One Size/gender=Unisex"
"a87","Aviator Sunglasses","Classic aviator frames in brushed gold metal. Green polarised lenses.","http://localhost:8080/product/detail.html?id=a87","https://images.unsplash.com/photo-1548036328-c9fa89d128fa?w=400&h=500&fit=crop&q=80","135.00","","Clothing > Accessories","in stock","a87","true","color=Grey/size=One Size/gender=Unisex"
"a88","Cat-Eye Sunglasses","Retro cat-eye frames in bold acetate. UV400 protection with gradient lenses.","http://localhost:8080/product/detail.html?id=a88","https://images.unsplash.com/photo-1492707892479-7bc8d5a4ee93?w=400&h=500&fit=crop&q=80","155.00","","Clothing > Accessories","in stock","a88","true","color=Camel/size=One Size/gender=Unisex"
"a89","Round Sunglasses","Round John Lennon-style frames in lightweight metal. Vintage charm.","http://localhost:8080/product/detail.html?id=a89","https://images.unsplash.com/photo-1611085583191-a3b181a88401?w=400&h=500&fit=crop&q=80","125.00","","Clothing > Accessories","in stock","a89","true","color=Ivory/size=One Size/gender=Unisex"
"a90","Wayfarer Sunglasses","Timeless wayfarer shape in matte black acetate. Polarised for glare reduction.","http://localhost:8080/product/detail.html?id=a90","https://images.unsplash.com/photo-1622560480605-d83c853bc5c3?w=400&h=500&fit=crop&q=80","135.00","","Clothing > Accessories","in stock","a90","true","color=Red/size=One Size/gender=Unisex"
"a91","Sport Sunglasses","Wraparound sport frames with anti-slip temples. Impact-resistant lenses.","http://localhost:8080/product/detail.html?id=a91","https://images.unsplash.com/photo-1548036328-c9fa89d128fa?w=400&h=500&fit=crop&q=80","115.00","","Clothing > Accessories","in stock","a91","true","color=Green/size=One Size/gender=Unisex"
"a92","Tortoiseshell Sunglasses","Classic frames in hand-polished tortoiseshell acetate. Warm brown gradient lenses.","http://localhost:8080/product/detail.html?id=a92","https://images.unsplash.com/photo-1584917865442-de89df76afd3?w=400&h=500&fit=crop&q=80","145.00","","Clothing > Accessories","in stock","a92","true","color=Black/size=One Size/gender=Unisex"
"a93","Clip-On Sunglasses","Flip-up clip-on lenses in gold-tone metal. Retro style for prescription frames.","http://localhost:8080/product/detail.html?id=a93","https://images.unsplash.com/photo-1548036328-c9fa89d128fa?w=400&h=500&fit=crop&q=80","65.00","","Clothing > Accessories","in stock","a93","true","color=White/size=One Size/gender=Unisex"
"a94","Shield Sunglasses","Bold shield-style sunglasses with a single lens. Futuristic and face-framing.","http://localhost:8080/product/detail.html?id=a94","https://images.unsplash.com/photo-1492707892479-7bc8d5a4ee93?w=400&h=500&fit=crop&q=80","155.00","","Clothing > Accessories","in stock","a94","true","color=Navy/size=One Size/gender=Unisex"
"a95","Clear Frame Glasses","Transparent acetate frames with blue-light-blocking lenses. Modern and versatile.","http://localhost:8080/product/detail.html?id=a95","https://images.unsplash.com/photo-1611085583191-a3b181a88401?w=400&h=500&fit=crop&q=80","95.00","","Clothing > Accessories","in stock","a95","true","color=Beige/size=One Size/gender=Unisex"
"a96","Geometric Sunglasses","Angular geometric frames in two-tone acetate. A fashion-forward statement.","http://localhost:8080/product/detail.html?id=a96","https://images.unsplash.com/photo-1622560480605-d83c853bc5c3?w=400&h=500&fit=crop&q=80","135.00","","Clothing > Accessories","in stock","a96","true","color=Brown/size=One Size/gender=Unisex"
